primaryTitle;contentType;status;contentTypeId;statusId;authorId;authorName;alternativeTitles;genreIds;tags;totalChapters;currentChapterNumber;currentChapterLabel;rating;priority;description;comment;notes;rawImportedLine;links;genres
I have Nine Female Disciples;Manhua;Reading;;;;;"[{""Title"":""Wo You Jiu Ge Nu Tu Di"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""我有九个女徒弟"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""My Nine Female Apprentices"",""Language"":null,""Source"":""Anime-Planet""}]";;"Harem; Manhua; Webtoons; Full Color; Martial Arts";;95;;;;You dare show off in front of me? I'll beat you to death! Women? I have nine of them! I'm unrivaled! Yeah, that's how arrogant I am. Deal with it!;;;313. I have Nine Female Disciples 95;"[{""Url"":""https://www.anime-planet.com/manga/my-nine-female-disciples"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Fantasy; Romance"
Spicy female Boss;Manhua;Completed;;;;;"[{""Title"":""麻辣女老板"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Webtoons; Boss-Employee Relationship; Full Color";;80;;;;"Jiang Xiao Long had just graduated from university and is a normal worker in the company. But this time he found the keys of his boss, the goddess Gong Mei Ting and found this ""other side"" of this female boss that no one knows about. After finding this out, Jiang Xiao Long had many interesting encounters with this female boss and his life started to change.";;;314. Spicy female Boss 80 ✓;"[{""Url"":""https://www.anime-planet.com/manga/spicy-female-boss"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Comedy; Drama; Romance"
Reincarnation Cycle;Manhwa;Reading;;;;;;;;;137;;8;1;;;;315. Reincarnation Cycle 137 💯 ⭐;"[{""Url"":""https://www.anime-planet.com/manga/reincarnation-cycle"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";
The Rebirth Of The Demon God;Manhua;Reading;;;;;"[{""Title"":""Zhong Sheng Zhi Mo Zun Dang Dao"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""重生之魔尊当道"",""Language"":null,""Source"":""Anime-Planet""}]";;"Harem; Manhua; Webtoons; Demons; Full Color; Revenge";;86;;;;The once-reigning demon lord, Lord Shitian, was betrayed by his confidantes during his critical ascension to become a demon saint. With the combined powers of the Five Benevolent Sects, the demon lord was vanquished. Just when the world thought it was rid of the demon lord, he reincarnates into the body of the disciple Mo Fan. With his body weakened and power lost, the demon lord can only wait patiently as he recuperates. This time, combining both demonic and human energy, he will rise again stronger than ever! Under the noses of the so-called Five Benevolent Sects, Lord Shitian embarks on a journey of vengeance, bloody retribution, extermination, ridding the world of all evil, and ultimately reclaiming his throne as the almighty demon lord!;;;316. The Rebirth Of The Demon God 86;"[{""Url"":""https://www.anime-planet.com/manga/the-almighty-demon-lord-resurrected"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Comedy; Fantasy"
Strongest Worker;Manhwa;Reading;;;;;"[{""Title"":""Zui Qiang Nongmin Gong"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""最强农民工"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""Hick is the King"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""The Best Worker"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Webtoons; Full Color";;166;;;;Li Qing is a normal handyman working to earn a living in the big city. However, his life is about to change entirely when he is inexplicably dragged into a conflict happening within a wealthy family. He will soon uncover startling secrets about himself!;;;317. Strongest Worker 166;"[{""Url"":""https://www.anime-planet.com/manga/the-best-handyman"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Comedy; Romance"
God Slayer;Manga;Reading;;;;Hu Xiu Gongzuoshi;"[{""Title"":""Shi Shen Ji"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""噬神纪"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Disability; Full Color; Martial Arts; Orphans";;93;;;1;Despite having once lost his parents and half his limbs in a car accident, Bei Ming still retains a desire to live life to its fullest. After defending his childhood friend from some thugs, he ends up in the hospital once again, but when he wakes up he suddenly finds a hot-tempered dog demon sitting beside him!? His name is Xiao Tan, and due to some unusual circumstances his spirit has melded together with Bei Ming’s. Chained to this new, unfamiliar presence, the two now have to work together in order to understand how and why this has happened.;;;319. God Slayer 93 ⭐;"[{""Url"":""https://www.anime-planet.com/manga/the-god-devourer"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Fantasy"
Meng Shi Zai Cang;Manhua;Reading;;;;;;;;;221;;;1;;;;320. Meng Shi Zai Cang 221 ⭐;"[{""Url"":""https://www.anime-planet.com/manga/meng-shi-zai-cang"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";
Study Group;Manhwa;Reading;;;;Hyung-Wook SHIN;"[{""Title"":""스터디그룹"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhwa; Webtoons; Full Color; School Life";;104;;8;;Nicknamed the “school for future criminals,” Yusung Technical High School isn’t exactly the ideal place to study. A rarity among his peers, Gamin is a student with just one goal: to get into university. At a school where it’s every man for himself, he is rejected from countless study groups before he decides to form his own. When Hankyeong, Gamin’s former tutor, joins his high school in hopes of earning her teacher certification, it seems like they’re both reaching for the impossible. Can they defeat the odds and achieve their dreams?;;;321. Study Group 104 💯;"[{""Url"":""https://www.anime-planet.com/manga/study-group"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";Action
Promised Orchid;Manhwa;Reading;;;;Geuk-Jin JEON;"[{""Title"":""Nanyak"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""난약"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhwa; Webtoons; Full Color";;88;;8;1;“I’ll wait for you,” whispers a mysterious, red-haired woman. So goes the recurring dream Jaesin Yang has had every night since the tragic massacre at the orphanage when he was a child. When he moves to the notoriously haunted Orchid Road to delve into the meaning behind his dreams, he is nearly killed by a vengeful demon on the first night. However, he is rescued by a beautiful woman named Socheon who looks just like the woman in his dreams. Together, they join forces to help innocent demons and fight against the demonic designs of Geumgwan, the lord of all demons.;;;322. Promised Orchid 88 💯 ⭐;"[{""Url"":""https://www.anime-planet.com/manga/promise-of-an-orchid"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Horror; Supernatural"
I'm an Evil God;Manhua;Reading;;;;Shidai Man Wang;"[{""Title"":""Wo Wei Xie Di"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""我为邪帝"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Webtoons; Full Color; Game Elements; Hiatus; Isekai; Martial Arts; Person in a Strange World; Reincarnation; World Hopping";;135;;8;1;The story of Xie Yan, a ridiculously handsome man who fell into the hands of sexy women lusting after his body upon transmigration. To avoid dying from dual-cultivation, he travelled to countless worlds.;;;323. I'm an Evil God 135 ⭐ 💯;"[{""Url"":""https://www.anime-planet.com/manga/way-to-be-the-evil-emperor"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Adventure; Drama; Fantasy"
The Strongest Ever;Manhwa;Reading;;;;;"[{""Title"":""사상최강"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhwa; Webtoons; Full Color";;21;;;;The 'Ten Masters' had kept each other in check and maintained the balance of power and order of the world beyond human limits, until Baek Dohyun showed up with the strongest power ever!;;;324. The Strongest Ever 21;"[{""Url"":""https://www.anime-planet.com/manga/the-strongest-ever"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";Action
King Killer Reborn;Manhua;Reading;;;;Ladle Art-Two Cats;"[{""Title"":""Chongsheng Zhi Zuiqiang Mozun Zhuixu"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""重生之最强魔尊赘婿"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Webtoons; Cultivation; Full Color";;83;;;;Our main character finds a Heavenly Scroll and returns to the world of his first lifetime! However, his father has become the antagonist - the Demon Lord - and he his father's useless adopted son. This is his third life. This time, his body Su Yunlan has the scroll and the Trans-Soul technique which allows him to control demonics animals! He will surely be able to marry into the Royal House and get the princess' hand, as well as take revenge for the wrongs that he suffered in his previous lives and inherit his father's estate!;;;325. King Killer Reborn 83;"[{""Url"":""https://www.anime-planet.com/manga/revival-all-powerful-son-in-law"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Fantasy; Romance"
The Queen Is Mighty;Manhua;Reading;;;;;"[{""Title"":""Wang Fei Hao Wei Wu"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""王妃好威武"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Webtoons; Full Color; Gods; Royalty";;80;41;;;The 34th generation fox queen of Qing Qiu, Su Xue Shen, trained hard to become a deity. Who knew at the last stage of her training, she would be attacked by a familiar demon who’s unwilling to reason. Almost died trying to escape, she happens to tumbles into the arms of a weak, sick prince with a heavenly dragon aura. To use his power to recover, she agrees to be his bride. A weak abandoned prince and an absent-minded princess.;;;326. The Queen Is Mighty 41 (80);"[{""Url"":""https://www.anime-planet.com/manga/the-queen-is-mighty"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Fantasy; Romance"
The God of Death;Manhwa;Reading;;;;;"[{""Title"":""Ji Pin Yan Luo Xi Tong"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""极品阎罗系统"",""Language"":null,""Source"":""Anime-Planet""}]";;"Harem; Manhua; Webtoons; Full Color; Hell";;69;;;;On a fateful and accidental night, Xue Wuxuan was selected out of the millions by the Yanluo system, to be coined as the new King of Hell, also known as Yanluo. Join him as dives into the mysterious unknown and crosses thousands of planes and realms to become the strongest Yanluo in the universe.;;;327. The God of Death 69;"[{""Url"":""https://www.anime-planet.com/manga/supreme-yanluo-system"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Adventure; Drama; Fantasy"
The Great Mage Returns After 4000 years;Manhwa;Reading;;;;Nakasan;"[{""Title"":""4000-nyeon Mane Gwihwanhan Daemadosa"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""4000년 만에 귀환한 대마도사"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhwa; Webtoons; Full Color; Magic; Magic School; Overpowered Main Characters; Based on a Web Novel";;85;;;;Lucas Trowman was the greatest archmage in history until he was condemned by Demigod to spend eternity losing his mind. But 4,000 years later, he’s thrust back into this world, into the body of Frei Blake, the weakest, most un-talented student at the prestigious Westroad Academy for mages. After all this time, the world of magic has barely progressed. Could this be the work of Demigod? Determined to find out, Lucas seeks to reach the highest levels of power once again and get his revenge.;;;328. The Great Mage Returns After 4000years 85;"[{""Url"":""https://www.anime-planet.com/manga/the-archmage-returns-after-4000-years"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Fantasy"
Path of the Shaman;Manhwa;Reading;;;;Hwaram;"[{""Title"":""Mudanggihyeop"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""무당기협"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhwa; Webtoons; Full Color; Martial Arts; Based on a Web Novel";;40;;;1;On his deathbed, the supreme dark leader is given an ironic second chance at life. He’s reborn as Jinmu, a young disciple of his rival clan, the righteous Mudang. Determined to make the best of a bad situation, he resolves to plunge the clan into corruption and debauchery by becoming their master disciple. Oblivious to this nefarious scheme, the Mudang begin to fall for Jinmu’s audacious approach to life and martial arts. Will Jinmu be the Mudang Clan’s downfall or just the kick in the pants it needs?;;;329. Path of the Shaman 40 ⭐;"[{""Url"":""https://www.anime-planet.com/manga/the-grand-mudang-saga"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Adventure; Comedy; Fantasy"
My Dad Is Too Strong;Manhwa;Reading;;;;Gaebyeok S;"[{""Title"":""Appaga Neomu Gangham"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""아빠가 너무 강함"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhwa; Webtoons; Full Color; Game Elements; Overpowered Main Characters; Based on a Web Novel";;52;;;;"A scatterbrained, talentless civil servant returned as the heavenly Demon. He now wished to live the rest of his life peacefully, as his days in the Murim world were full of conflict and bloodshed. However... ""Please be my father until I graduate."" He suddenly gained a daughter out of nowhere.";;;330. My Dad Is Too Strong 52;"[{""Url"":""https://www.anime-planet.com/manga/my-dad-is-too-strong"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Comedy"
